Category,Distance,Angle,Dissimilarity,Correlation,Contrast,Energy,Homogeneity,ASM
blat,5,0.0,0.1379573170731707,0.6985558594251364,0.1379573170731707,0.7144377496049862,0.9310213414634144,0.510421298060637
blat,5,45.0,0.1371612903225806,0.6930421972757335,0.1371612903225806,0.719905956975394,0.9314193548387096,0.5182645868886577
blat,5,90.0,0.1411930363543266,0.6818794956102076,0.1411930363543266,0.7191922655836192,0.9294034818228364,0.517237514875299
blat,5,135.0,0.1379573170731707,0.6985558594251364,0.1379573170731707,0.7144377496049862,0.9310213414634144,0.510421298060637
blat,1,0.0,0.0319881889763779,0.8932958910273783,0.0319881889763779,0.8182781563504158,0.984005905511811,0.6695791411602354
blat,1,45.0,0.0533201066402132,0.8218256426571731,0.0533201066402132,0.8065904910586776,0.9733399466798932,0.6505882202662787
blat,1,90.0,0.030511811023622,0.8976600548578261,0.030511811023622,0.8201138841147043,0.9847440944881888,0.6725867829177066
blat,1,135.0,0.0319881889763779,0.8932958910273783,0.0319881889763779,0.8182781563504158,0.984005905511811,0.6695791411602354
blat,3,0.0,0.084375,0.7206840014313394,0.084375,0.7880321912047756,0.9578125000000002,0.6209947343750001
blat,3,45.0,0.1117460317460317,0.6267332665008134,0.1117460317460317,0.7756821317159116,0.944126984126984,0.6016827694633409
blat,3,90.0,0.0952440944881889,0.6806662470436052,0.0952440944881889,0.7847849411187804,0.9523779527559056,0.6158874038068076
blat,3,135.0,0.084375,0.7206840014313394,0.084375,0.7880321912047756,0.9578125000000002,0.6209947343750001
blat,5,0.0,0.1207444105691056,0.6031175646107573,0.1207444105691056,0.7680629836964898,0.9396277947154472,0.5899207469247544
blat,5,45.0,0.138258064516129,0.5397248723836926,0.138258064516129,0.7620916326844825,0.9308709677419352,0.5807836566077003
blat,5,90.0,0.1155273937532002,0.6139547960445824,0.1155273937532002,0.7738705542584322,0.9422363031234,0.598875634748253
blat,5,135.0,0.1207444105691056,0.6031175646107573,0.1207444105691056,0.7680629836964898,0.9396277947154472,0.5899207469247544
blat,1,0.0,0.0267593503937007,0.820839671370648,0.0279896653543307,0.9251802923248564,0.9867433562992126,0.8559585733063069
blat,1,45.0,0.0375720751441502,0.7526028553524257,0.0383160766321532,0.9203877373645089,0.9812883625767252,0.84711358709096
blat,1,90.0,0.0305733267716535,0.8011554250574157,0.0309424212598425,0.9229529027083208,0.9847502460629922,0.8518420606177152
blat,1,135.0,0.0267593503937007,0.820839671370648,0.0279896653543307,0.9251802923248564,0.9867433562992126,0.8559585733063069
blat,3,0.0,0.06175,0.5078755713959501,0.076625,0.9106880415292468,0.9705860294117648,0.829352708984375
blat,3,45.0,0.0657142857142857,0.5328609186270685,0.0709206349206349,0.9088931124429918,0.967663492063492,0.8260866898463088
blat,3,90.0,0.0714330708661417,0.445310727686615,0.0844094488188976,0.9067041253952371,0.9655722093561832,0.8221123710087419
blat,3,135.0,0.06175,0.5078755713959501,0.076625,0.9106880415292468,0.9705860294117648,0.829352708984375
blat,5,0.0,0.0810467479674797,0.3633758928925096,0.0995934959349593,0.9016439385565164,0.9613133668101388,0.8129617919357071
blat,5,45.0,0.0726451612903225,0.4675469623412459,0.0797419354838709,0.9068396976604308,0.9643870967741934,0.8223582372528613
blat,5,90.0,0.0818612391193036,0.3532365407927551,0.0969662058371735,0.902675946304696,0.9605618053673084,0.8148238640370783
blat,5,135.0,0.0810467479674797,0.3633758928925096,0.0995934959349593,0.9016439385565164,0.9613133668101388,0.8129617919357071
blat,1,0.0,0.0421998031496062,0.9200696347045058,0.0421998031496062,0.7293039351217602,0.9789000984251968,0.5318842297840846
blat,1,45.0,0.0606981213962427,0.884842247854086,0.0606981213962427,0.7184220767661981,0.9696509393018786,0.5161302803850569
blat,1,90.0,0.0453986220472441,0.9135664910382748,0.0453986220472441,0.727217229748122,0.977300688976378,0.5288448992425328
blat,1,135.0,0.0421998031496062,0.9200696347045058,0.0421998031496062,0.7293039351217602,0.9789000984251968,0.5318842297840846
blat,3,0.0,0.10325,0.799473503342914,0.106625,0.6962875060028185,0.9487125,0.484816291015625
blat,3,45.0,0.1212063492063492,0.7647096815104976,0.1241269841269841,0.6853729926673895,0.9396888888888892,0.4697361390778535
blat,3,90.0,0.1164094488188976,0.7718017818909124,0.1199370078740157,0.6895865806258882,0.9421480314960632,0.4755296521793045
blat,3,135.0,0.10325,0.799473503342914,0.106625,0.6962875060028185,0.9487125,0.484816291015625
blat,5,0.0,0.1437372967479674,0.71847048997215,0.1507240853658536,0.6750877306754517,0.928830030487805,0.4557434441085312
blat,5,45.0,0.1478709677419354,0.7094018775813792,0.1536774193548386,0.6710996225851441,0.9266451612903224,0.4503747034339229
blat,5,90.0,0.1466333845366103,0.7104363053159415,0.1525217613927291,0.6739708545083204,0.9272721454173068,0.4542367127266755
blat,5,135.0,0.1437372967479674,0.71847048997215,0.1507240853658536,0.6750877306754517,0.928830030487805,0.4557434441085312
blat,1,0.0,0.0169783464566929,0.809557611546705,0.0174704724409448,0.9511176789214388,0.9915600393700787,0.9046248391569052
blat,1,45.0,0.0259160518321036,0.7136942318739536,0.0260400520801041,0.9470666451477072,0.9870543741087484,0.8969352303513335
blat,1,90.0,0.0193159448818897,0.7860127960087345,0.0193159448818897,0.9504586398571953,0.9903420275590552,0.9033716260791896
blat,1,135.0,0.0169783464566929,0.809557611546705,0.0174704724409448,0.9511176789214388,0.9915600393700787,0.9046248391569052
blat,3,0.0,0.0410625,0.4958961534297937,0.0468125,0.9395014167681572,0.98004375,0.882662912109375
blat,3,45.0,0.0498412698412698,0.401846122979718,0.0536507936507936,0.9367619929811836,0.9754603174603176,0.8775230314940792
blat,3,90.0,0.0473700787401574,0.3974526889767989,0.0536692913385826,0.9385981587266232,0.9769182028717,0.8809665035650072
blat,3,135.0,0.0410625,0.4958961534297937,0.0468125,0.9395014167681572,0.98004375,0.882662912109375
blat,5,0.0,0.0568470528455284,0.3095628157068567,0.0644690040650406,0.9315805795975808,0.9723386686991872,0.8678423762833642
blat,5,45.0,0.0592903225806451,0.2773487790916771,0.0649677419354838,0.9324021252683816,0.9709225806451612,0.8693737232049948
blat,5,90.0,0.0580517153097798,0.2479724956765741,0.0672683051715309,0.9335355818594998,0.9718867654588716,0.8714886825977548
blat,5,135.0,0.0568470528455284,0.3095628157068567,0.0644690040650406,0.9315805795975808,0.9723386686991872,0.8678423762833642
blat,1,0.0,0.0177780511811023,0.9273287691633416,0.0177780511811023,0.8755631469507547,0.9911109744094488,0.7666108242983088
blat,1,45.0,0.0280860561721123,0.8838410953902808,0.0282100564201128,0.8712059998740487,0.985969371938744,0.7589998942165409
blat,1,90.0,0.0203001968503937,0.9162066409091372,0.0204232283464566,0.8744388835206246,0.9898622047244094,0.7646433610127964
blat,1,135.0,0.0177780511811023,0.9273287691633416,0.0177780511811023,0.8755631469507547,0.9911109744094488,0.7666108242983088
blat,3,0.0,0.0445625,0.8138468734815101,0.0450625,0.8642221812217186,0.97776875,0.746879978515625
blat,3,45.0,0.0534603174603174,0.7752204449003895,0.0537142857142857,0.8614368328447579,0.973295238095238,0.7420734169816074
blat,3,90.0,0.0513385826771653,0.7853946125809177,0.0515905511811023,0.8611890134906702,0.9743559055118112,0.7416465169570339
blat,3,135.0,0.0445625,0.8138468734815101,0.0450625,0.8642221812217186,0.97776875,0.746879978515625
blat,5,0.0,0.063135162601626,0.7329067855939295,0.063770325203252,0.8575946853739389,0.9684959349593496,0.7354686443816253
blat,5,45.0,0.062516129032258,0.7336424262063281,0.0629032258064516,0.859398432004831,0.9687806451612904,0.7385656649323621
blat,5,90.0,0.0615079365079365,0.7400527772553768,0.0618919610855094,0.8580667600696867,0.9692844342037892,0.7362785647364893
blat,5,135.0,0.063135162601626,0.7329067855939295,0.063770325203252,0.8575946853739389,0.9684959349593496,0.7354686443816253
blat,1,0.0,0.0380167322834645,0.7133148867845194,0.0382627952755905,0.9236879053085744,0.9810162401574803,0.8531993464133416
blat,1,45.0,0.0470580941161882,0.6414960901380771,0.0478020956041912,0.919504099837394,0.9765453530907064,0.8454877896177765
blat,1,90.0,0.0329109251968504,0.7514236418656332,0.0334030511811023,0.9255524782482936,0.9835937500000004,0.8566473899915577
blat,1,135.0,0.0380167322834645,0.7133148867845194,0.0382627952755905,0.9236879053085744,0.9810162401574803,0.8531993464133416
blat,3,0.0,0.0781875,0.35366827264156,0.0851874999999999,0.9073228348071594,0.96160625,0.8232347265624997
blat,3,45.0,0.0778412698412698,0.3691674537366743,0.0839365079365079,0.9060682098534468,0.9616799253034548,0.8209596009070296
blat,3,90.0,0.0786771653543307,0.3605942453533872,0.0857322834645669,0.9053537636807364,0.9613580361278368,0.8196654374108748
blat,3,135.0,0.0781875,0.35366827264156,0.0851874999999999,0.9073228348071594,0.96160625,0.8232347265624997
blat,5,0.0,0.0911458333333333,0.2171350721228373,0.1025787601626016,0.9025801881621192,0.9555703760162602,0.8146509960627665
blat,5,45.0,0.0873548387096774,0.278664622694431,0.0954838709677419,0.902894880621578,0.9571263757115748,0.8152191654526537
blat,5,90.0,0.0938940092165898,0.2141383889789706,0.1051587301587301,0.8995456933050955,0.954170431613506,0.8091824543437449
blat,5,135.0,0.0911458333333333,0.2171350721228373,0.1025787601626016,0.9025801881621192,0.9555703760162602,0.8146509960627665
blat,1,0.0,0.0107037401574803,0.8874456118279391,0.0107037401574803,0.9554762860959668,0.99464812992126,0.9129349332917416
blat,1,45.0,0.0170500341000682,0.8187067227813157,0.0170500341000682,0.9534916132024388,0.991474982949966,0.9091462564473892
blat,1,90.0,0.0126107283464566,0.8650496309535766,0.0126107283464566,0.95567026774758,0.9936946358267716,0.9133056606567316
blat,1,135.0,0.0107037401574803,0.8874456118279391,0.0107037401574803,0.9554762860959668,0.99464812992126,0.9129349332917416
blat,3,0.0,0.0260625,0.7273772438231934,0.0263125,0.9484081513169186,0.98699375,0.8994780214843752
blat,3,45.0,0.0328888888888888,0.6275732847124472,0.0344126984126984,0.9477119669420718,0.9837079365079364,0.8981579722852105
blat,3,90.0,0.0279055118110236,0.6876220441779894,0.0286614173228346,0.949888289701229,0.9861228346456692,0.9022877629115258
blat,3,135.0,0.0260625,0.7273772438231934,0.0263125,0.9484081513169186,0.98699375,0.8994780214843752
blat,5,0.0,0.0374110772357723,0.611920567600144,0.0380462398373983,0.9428644727446926,0.9813579776422764,0.8889934139641272
blat,5,45.0,0.0394193548387096,0.5432594726374962,0.0416129032258064,0.9451317291424736,0.9805096774193548,0.8932739854318419
blat,5,90.0,0.0352662570404505,0.5886692021256601,0.0371863799283154,0.9466557420421454,0.982558883768561,0.896157093941365
